what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1299543344687
arch,sysinfo,,,"x86",1299543344687
ws,sysinfo,,,"win32",1299543344687
locale,sysinfo,,,"bg_BG",1299543344687
processors,sysinfo,,,"2",1299543344687
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1299543344687
java.runtime.version,sysinfo,,,"1.6.0_10-rc-b28",1299543344687
java.specification.name,sysinfo,,,"Java Platform API Specification",1299543344687
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299543344687
java.specification.version,sysinfo,,,"1.6",1299543344687
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1299543344687
java.version,sysinfo,,,"1.6.0_10-rc",1299543344687
java.vm.info,sysinfo,,,"mixed mode",1299543344687
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1299543344687
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1299543344687
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1299543344687
java.vm.specification.version,sysinfo,,,"1.0",1299543344707
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1299543344707
java.vm.version,sysinfo,,,"11.0-b15",1299543344707
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.monitor.ui",1299543344885
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1299543345415
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1299543345448
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1299543345538
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1299543345918
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1299543346565
